0	158284	0	0	0	      1060000000
0	57980	0	0	0	      1152000000
0	53384	0	0	0	      1244000000
0	166294	0	0	0	      1536000000
0	58323	0	0	0	      1632000000
0	58423	0	0	0	      1728000000
0	111926	0	0	0	      1920000000
0	104899	0	0	0	      2100000000
0	49098	0	0	0	      2188000000
0	58026	0	0	0	      2284000000
0	53343	0	0	0	      2376000000
0	37334	0	1	0	       116000000
0	0	0	0	0	       116000000
0	0	0	0	0	       116000000
0	0	0	0	0	       116000000
0	0	0	0	0	       116000000
0	0	0	0	0	       116000000
16	0	0	0	29	         4000000
1	0	0	1	1	        12000000
0	0	0	0	0	        16000000
0	0	0	0	0	        20000000
0	0	0	0	0	        28000000
0	0	0	0	0	        32000000
0	0	0	0	0	        40000000
0	0	0	0	0	        48000000
0	0	0	0	0	        52000000
0	0	0	0	0	        56000000
0	0	0	0	0	        60000000
0	0	0	0	0	        72000000
1	0	0	1	1	        72000000
0	0	0	0	0	        84000000
0	14029	0	15	17	        20000000
1	74402	0	2	2	        76000000
0	214144	0	0	0	       268000000
0	156445	0	0	0	       412000000
0	56857	0	0	0	       460000000
0	46773	0	0	0	       504000000
0	55181	0	0	0	       552000000
0	44290	0	0	0	       592000000
0	155435	0	0	0	       732000000
0	156030	0	0	0	       864000000
0	55340	0	0	0	       912000000
0	92888	0	0	0	      1008000000
0	47486	0	0	0	      1044000000
0	55041	0	0	0	      1096000000
0	45883	0	0	0	      1136000000
0	53977	0	0	0	      1196000000
0	46044	0	0	0	      1240000000
0	56667	0	0	0	      1272000000
0	46816	0	0	0	      1328000000
0	219342	0	0	0	      1488000000
0	108886	0	0	0	      1584000000
0	56280	0	0	0	      1660000000
0	40239	0	0	0	      1696000000
0	58098	0	0	0	      1732000000
0	49107	0	0	0	      1772000000
0	58645	0	0	0	      1828000000
0	50553	0	0	0	      1860000000
0	58203	0	0	0	      1928000000
0	107978	0	0	0	      2012000000
0	106815	0	0	0	      2096000000
0	48965	0	0	0	      2144000000
0	339689	0	0	0	      2424000000
0	56763	0	0	0	      2488000000
0	20211	0	2	0	      2484000000
0	0	0	0	0	       120000000
0	0	0	0	0	       124000000
0	0	0	0	0	       124000000
3	0	0	0	30	               0
6	0	0	0	25	        12000000
0	0	0	0	0	        20000000
0	0	0	0	0	        32000000
0	0	0	0	0	        40000000
0	0	0	0	0	        52000000
0	0	0	0	0	        60000000
0	0	0	0	0	        68000000
0	0	0	2	2	        80000000
18	1	0	7	64	         4000000
0	0	0	0	0	         4000000
0	0	0	0	0	        12000000
2	0	0	2	2	        20000000
0	0	0	1	1	        24000000
1	0	0	0	0	        28000000
0	0	0	0	0	        36000000
0	0	0	0	0	        12000000
0	0	0	0	0	        48000000
0	0	0	0	0	        48000000
0	0	0	0	0	        56000000
1	0	0	1	1	        60000000
0	0	0	0	0	        68000000
0	0	0	0	0	        68000000
0	0	0	0	0	        72000000
1	0	0	1	1	        80000000
2	0	0	14	15	         8000000
1	0	0	4	7	         4000000
2	0	0	2	2	        36000000
1	0	0	1	1	               0
1	0	0	1	1	        16000000
3	0	0	3	3	               0
1	0	0	1	1	        16000000
1	0	0	1	1	        32000000
2	0	0	2	2	         4000000
0	0	0	0	0	        32000000
2	0	0	2	2	        28000000

