6	7939	0	8	8	         8000000
2	90554	0	3	3	       196000000
0	52703	0	0	0	       288000000
0	50976	0	0	0	       380000000
0	51398	0	0	0	       472000000
0	164001	0	0	0	       748000000
0	111533	0	0	0	       936000000
0	110237	0	0	0	       800000000
0	53067	0	0	0	      1212000000
0	48112	0	0	0	      1304000000
0	274866	0	0	0	      1768000000
0	54441	0	0	0	      1852000000
0	54595	0	0	0	      1940000000
0	54651	0	0	0	      2032000000
0	223584	0	0	0	      2408000000
0	24094	0	1	0	       100000000
0	0	0	0	0	       100000000
0	23717	0	0	33	        48000000
0	57429	0	0	0	       148000000
0	51484	0	0	0	       236000000
0	51968	0	0	0	       800000000
0	50920	0	0	0	       416000000
0	52259	0	0	0	       984000000
0	106100	0	0	0	       696000000
0	50468	0	0	0	       780000000
0	51635	0	0	0	       984000000
0	49227	0	0	0	       964000000
0	53548	0	0	0	       984000000
0	49359	0	0	0	      1152000000
0	105196	0	0	0	      1328000000
0	53403	0	0	0	       800000000
0	48971	0	0	0	      1496000000
0	55095	0	0	0	       984000000
0	48854	0	0	0	      1672000000
0	55926	0	0	0	      1772000000
0	157914	0	0	0	      2040000000
0	106164	0	0	0	      2228000000
0	57078	0	0	0	      2328000000
0	54022	0	0	0	      2424000000
0	36014	0	1	0	      2488000000
0	0	0	0	0	       112000000
0	19338	0	0	34	        40000000
0	168843	0	0	0	       308000000
0	107050	0	0	0	       488000000
0	54532	0	0	0	       580000000
0	108723	0	0	0	       768000000
0	52072	0	0	0	       856000000
0	56215	0	0	0	       952000000
0	50265	0	0	0	      1040000000
0	57138	0	0	0	      1140000000
0	161156	0	0	0	      1416000000
0	54893	0	0	0	      1516000000
0	50956	0	0	0	      1600000000
0	56746	0	0	0	       984000000
0	108061	0	0	0	      1888000000
0	111130	0	0	0	       804000000
0	50033	0	0	0	      2164000000
0	57763	0	0	0	       804000000
0	49401	0	0	0	      2344000000
0	52436	0	1	0	       112000000
0	0	0	0	0	       116000000
0	0	0	0	0	       804000000
2	0	0	0	28	        32000000
0	0	0	0	0	       324000000
11	1	0	2	65	         4000000
2	0	0	2	2	               0
1	0	0	1	1	        20000000
0	0	0	0	0	       324000000
0	0	0	0	0	        20000000
0	0	0	0	0	        48000000
1	0	0	1	1	         4000000
0	0	0	0	0	        60000000
2	0	0	2	2	        72000000
1	0	0	2	2	        76000000
1	0	0	8	8	        32000000
2	0	0	2	2	        24000000
1	0	0	1	1	        16000000
2	0	0	2	2	        16000000
2	0	0	2	2	        20000000
2	0	0	2	2	        24000000
1	0	0	1	1	        36000000
1	0	0	1	1	        36000000
2	0	0	2	2	        28000000
1	0	0	1	1	         8000000
2	6520	0	3	3	        16000000
1	17965	0	1	1	        48000000
0	15645	0	0	0	        76000000
2	19723	0	3	3	       112000000
3	177357	0	4	4	       428000000
0	52109	0	0	0	       516000000
0	57836	0	0	0	       616000000
0	53260	0	0	0	       708000000
0	59022	0	0	0	       800000000
